Type,Haplotype,Clone,tool,AUROC,AUPRC,Accuracy,Precision,Recall,F1 Score,Kappa,Brier Score,Specificity,PPV,NPV
CN_equal_5,minor,clone1,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_5,minor,clone2,chisel_5x_acCNA,,,0.9982456140350877,0.0,0.0,0.0,0.0,0.0017543859649122807,,,
CN_equal_5,minor,clone3,chisel_5x_acCNA,,,0.9842105263157894,0.0,0.0,0.0,0.0,0.015789473684210527,,,
CN_equal_5,minor,clone4,chisel_5x_acCNA,,,0.9912280701754386,0.0,0.0,0.0,0.0,0.008771929824561403,,,
CN_equal_5,minor,clone5,chisel_5x_acCNA,,,0.9912280701754386,0.0,0.0,0.0,0.0,0.008771929824561403,,,
CN_equal_5,minor,clone6,chisel_5x_acCNA,0.49911504424778763,0.0043859649122807015,0.9894736842105263,0.0,0.0,0.0,-0.0029325513196480912,0.010526315789473684,0.9982300884955753,0.0,0.9912126537785588
CN_equal_5,minor,clone7,chisel_5x_acCNA,,,0.9894736842105263,0.0,0.0,0.0,0.0,0.010526315789473684,,,
CN_equal_5,minor,clone8,chisel_5x_acCNA,0.49909584086799275,0.014912280701754385,0.968421052631579,0.0,0.0,0.0,-0.0033248582045766195,0.031578947368421054,0.9981916817359855,0.0,0.9701230228471002
CN_equal_5,minor,clone9,chisel_5x_acCNA,,,0.987719298245614,0.0,0.0,0.0,0.0,0.012280701754385965,,,
CN_equal_5,major,normal,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_5,major,clone1,chisel_5x_acCNA,0.5310990338164251,0.10407340189554345,0.9245614035087719,0.06896551724137931,0.1111111111111111,0.0851063829787234,0.048007457469121495,0.07543859649122807,0.9510869565217391,0.06896551724137931,0.9704251386321626
CN_equal_5,major,clone2,chisel_5x_acCNA,0.5343119266055046,0.12768534238822862,0.9122807017543859,0.0967741935483871,0.12,0.10714285714285714,0.06157392163319064,0.08771929824561403,0.9486238532110092,0.0967741935483871,0.9591836734693877
CN_equal_5,major,clone3,chisel_5x_acCNA,0.4951267056530214,0.11654135338345865,0.8491228070175438,0.08571428571428572,0.05263157894736842,0.06521739130434782,-0.0117647058823529,0.15087719298245614,0.9376218323586745,0.08571428571428572,0.8990654205607477
CN_equal_5,major,clone4,chisel_5x_acCNA,0.48667527317995296,0.06513998410660798,0.8824561403508772,0.03571428571428571,0.024390243902439025,0.028985507246376812,-0.031214559593886637,0.11754385964912281,0.9489603024574669,0.03571428571428571,0.9261992619926199
CN_equal_5,major,clone5,chisel_5x_acCNA,0.5434340868681737,0.2299377475947934,0.8298245614035088,0.19298245614035087,0.1774193548387097,0.18487394957983191,0.09005628517823638,0.17017543859649123,0.9094488188976378,0.19298245614035087,0.9005847953216374
CN_equal_5,major,clone6,chisel_5x_acCNA,0.5236045281836342,0.16531546945746162,0.8557894736842105,0.13274336283185842,0.12244897959183673,0.12738853503184713,0.048927826178741696,0.14421052631578948,0.9247600767754318,0.13274336283185842,0.9180640243902439
CN_equal_5,major,clone7,chisel_5x_acCNA,0.49709591769001,0.12877427682919673,0.8228070175438597,0.07692307692307693,0.10869565217391304,0.09009009009009009,-0.004887414906615373,0.17719298245614035,0.8854961832061069,0.07692307692307693,0.9188118811881189
CN_equal_5,major,clone8,chisel_5x_acCNA,0.4924089068825911,0.19049707602339183,0.7473684210526316,0.12222222222222222,0.14473684210526316,0.13253012048192772,-0.014084507042253502,0.25263157894736843,0.840080971659919,0.12222222222222222,0.8645833333333334
CN_equal_5,major,clone9,chisel_5x_acCNA,0.4748557730302152,0.11630769379929515,0.7929824561403509,0.06382978723404255,0.03896103896103896,0.04838709677419355,-0.06018095268118917,0.20701754385964913,0.9107505070993914,0.06382978723404255,0.858508604206501
CN_equal_6,minor,normal,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_6,minor,clone1,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_6,minor,clone2,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_6,minor,clone3,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_6,minor,clone4,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_6,minor,clone5,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_6,minor,clone6,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_6,minor,clone7,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_6,minor,clone8,chisel_5x_acCNA,,,0.9964912280701754,0.0,0.0,0.0,0.0,0.0035087719298245615,,,
CN_equal_6,minor,clone9,chisel_5x_acCNA,,,0.9982456140350877,0.0,0.0,0.0,0.0,0.0017543859649122807,,,
CN_equal_6,major,normal,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_6,major,clone1,chisel_5x_acCNA,,,0.9964912280701754,0.0,0.0,0.0,0.0,0.0035087719298245615,,,
CN_equal_6,major,clone2,chisel_5x_acCNA,,,0.9982456140350877,0.0,0.0,0.0,0.0,0.0017543859649122807,,,
CN_equal_6,major,clone3,chisel_5x_acCNA,0.5973451327433629,0.22850877192982458,0.987719298245614,0.25,0.2,0.22222222222222224,0.21611001964636534,0.012280701754385965,0.9946902654867257,0.25,0.9929328621908127
CN_equal_6,major,clone4,chisel_5x_acCNA,,,0.9912280701754386,0.0,0.0,0.0,0.0,0.008771929824561403,,,
CN_equal_6,major,clone5,chisel_5x_acCNA,0.4982300884955752,0.0043859649122807015,0.987719298245614,0.0,0.0,0.0,-0.005037783375314797,0.012280701754385965,0.9964601769911504,0.0,0.9911971830985915
CN_equal_6,major,clone6,chisel_5x_acCNA,0.49734513274336284,0.0043859649122807015,0.9859649122807017,0.0,0.0,0.0,-0.0066225165562914245,0.014035087719298246,0.9946902654867257,0.0,0.9911816578483245
CN_equal_6,major,clone7,chisel_5x_acCNA,,,0.9912280701754386,0.0,0.0,0.0,0.0,0.008771929824561403,,,
CN_equal_6,major,clone8,chisel_5x_acCNA,0.4819168173598553,0.014912280701754385,0.9350877192982456,0.0,0.0,0.0,-0.0333170014698676,0.06491228070175438,0.9638336347197106,0.0,0.9690909090909091
CN_equal_6,major,clone9,chisel_5x_acCNA,0.49555160142348753,0.007017543859649123,0.9771929824561404,0.0,0.0,0.0,-0.01091405184174632,0.02280701754385965,0.9911032028469751,0.0,0.9858407079646018
CN_equal_7,minor,normal,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_7,minor,clone1,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_7,minor,clone2,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_7,minor,clone3,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_7,minor,clone4,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_7,minor,clone5,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_7,minor,clone6,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_7,minor,clone7,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_7,minor,clone8,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_7,minor,clone9,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_7,major,normal,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_7,major,clone1,chisel_5x_acCNA,,,0.9982456140350877,0.0,0.0,0.0,0.0,0.0017543859649122807,,,
CN_equal_7,major,clone2,chisel_5x_acCNA,,,0.9964912280701754,0.0,0.0,0.0,0.0,0.0035087719298245615,,,
CN_equal_7,major,clone3,chisel_5x_acCNA,,,0.9929824561403509,0.0,0.0,0.0,0.0,0.007017543859649123,,,
CN_equal_7,major,clone4,chisel_5x_acCNA,,,0.9982456140350877,0.0,0.0,0.0,0.0,0.0017543859649122807,,,
CN_equal_7,major,clone5,chisel_5x_acCNA,,,0.9947368421052631,0.0,0.0,0.0,0.0,0.005263157894736842,,,
CN_equal_7,major,clone6,chisel_5x_acCNA,,,0.9964912280701754,0.0,0.0,0.0,0.0,0.0035087719298245615,,,
CN_equal_7,major,clone7,chisel_5x_acCNA,,,0.9947368421052631,0.0,0.0,0.0,0.0,0.005263157894736842,,,
CN_equal_7,major,clone8,chisel_5x_acCNA,0.4964601769911504,0.0043859649122807015,0.9842105263157894,0.0,0.0,0.0,-0.007858546168958869,0.015789473684210527,0.9929203539823008,0.0,0.991166077738516
CN_equal_7,major,clone9,chisel_5x_acCNA,,,0.9929824561403509,0.0,0.0,0.0,0.0,0.007017543859649123,,,
CN_equal_8,minor,normal,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_8,minor,clone1,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_8,minor,clone2,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_8,minor,clone3,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_8,minor,clone4,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_8,minor,clone5,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_8,minor,clone6,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_8,minor,clone7,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_8,minor,clone8,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_8,minor,clone9,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_8,major,normal,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_8,major,clone1,chisel_5x_acCNA,,,0.9964912280701754,0.0,0.0,0.0,0.0,0.0035087719298245615,,,
CN_equal_8,major,clone2,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_8,major,clone3,chisel_5x_acCNA,,,0.9947368421052631,0.0,0.0,0.0,0.0,0.005263157894736842,,,
CN_equal_8,major,clone4,chisel_5x_acCNA,,,0.9964912280701754,0.0,0.0,0.0,0.0,0.0035087719298245615,,,
CN_equal_8,major,clone5,chisel_5x_acCNA,,,0.9982456140350877,0.0,0.0,0.0,0.0,0.0017543859649122807,,,
CN_equal_8,major,clone6,chisel_5x_acCNA,,,0.9982456140350877,0.0,0.0,0.0,0.0,0.0017543859649122807,,,
CN_equal_8,major,clone7,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_equal_8,major,clone8,chisel_5x_acCNA,,,0.9947368421052631,0.0,0.0,0.0,0.0,0.005263157894736842,,,
CN_equal_8,major,clone9,chisel_5x_acCNA,,,0.9982456140350877,0.0,0.0,0.0,0.0,0.0017543859649122807,,,
CN_over_9,minor,normal,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_over_9,minor,clone1,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_over_9,minor,clone2,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_over_9,minor,clone3,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_over_9,minor,clone4,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_over_9,minor,clone5,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_over_9,minor,clone6,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_over_9,minor,clone7,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_over_9,minor,clone8,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_over_9,minor,clone9,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_over_9,major,normal,chisel_5x_acCNA,,,1.0,0.0,0.0,0.0,,0.0,,,
CN_over_9,major,clone1,chisel_5x_acCNA,,,0.9982456140350877,0.0,0.0,0.0,0.0,0.0017543859649122807,,,
CN_over_9,major,clone2,chisel_5x_acCNA,0.7491197183098591,0.5008771929824561,0.9964912280701754,0.5,0.5,0.5,0.49823943661971837,0.0035087719298245615,0.9982394366197183,0.5,0.9982394366197183
CN_over_9,major,clone3,chisel_5x_acCNA,,,0.9982456140350877,0.0,0.0,0.0,0.0,0.0017543859649122807,,,
CN_over_9,major,clone4,chisel_5x_acCNA,,,0.9982456140350877,0.0,0.0,0.0,0.0,0.0017543859649122807,,,
CN_over_9,major,clone5,chisel_5x_acCNA,0.6657848324514991,0.41842105263157897,0.9947368421052631,0.5,0.3333333333333333,0.4,0.39746300211416496,0.005263157894736842,0.9982363315696648,0.5,0.9964788732394366
CN_over_9,major,clone6,chisel_5x_acCNA,0.7491197183098591,0.5008771929824561,0.9964912280701754,0.5,0.5,0.5,0.49823943661971837,0.0035087719298245615,0.9982394366197183,0.5,0.9982394366197183
CN_over_9,major,clone7,chisel_5x_acCNA,0.7491197183098591,0.5008771929824561,0.9964912280701754,0.5,0.5,0.5,0.49823943661971837,0.0035087719298245615,0.9982394366197183,0.5,0.9982394366197183
CN_over_9,major,clone8,chisel_5x_acCNA,,,0.9947368421052631,0.0,0.0,0.0,0.0,0.005263157894736842,,,
CN_over_9,major,clone9,chisel_5x_acCNA,0.7491197183098591,0.5008771929824561,0.9964912280701754,0.5,0.5,0.5,0.49823943661971837,0.0035087719298245615,0.9982394366197183,0.5,0.9982394366197183
